8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.439,49.02,178.44,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
8.4395,49.02,164.84,0,0,0,0,0,0,0,0,0,9,23,46,40,25,14,3,0,0,0,0,0,0,0
